autor,estilo
Destiny,junior eurovision   ☷   ⓘ
Zara Larsson,"pop, scandipop, dance pop, swedish electropop, post-teen pop, tropical house, pop dance, swedish pop, edm, electropop   ☷   ⓘ"
Pac,"Sorry, that one doesn't seem to be on any of these maps yet."
Mr,"Sorry, that one doesn't seem to be on any of these maps yet."
 BlocBoy JB,"tennessee hip hop, trap, memphis hip hop, vapor trap, southern hip hop, rap, viral rap   ☷   ⓘ"
 The Machine,"rawstyle, hardstyle, classic hardstyle, euphoric hardstyle   ☷   ⓘ"
 Lil Duke,atl trap   ☷   ⓘ
 Bizzy Banks,"new york drill, brooklyn drill   ☷   ⓘ"
 Diplo,"moombahton, edm, pop dance, ninja, house, tropical house, electro house, pop   ☷   ⓘ"
Matu,Related artists in: indie pop   ☷   ⓘ
Bill Withers,"soul, funk, quiet storm   ☷   ⓘ"
 Static Major,"Related artists in: urban contemporary, r&b, hip pop, pop rap, contemporary r&b, pop r&b   ☷   ⓘ"
 J Spooks,"Sorry, that one doesn't seem to be on any of these maps yet."
 MARINA,"uk alternative pop, electropop, metropopolis, pop, dance pop   ☷   ⓘ"
Social House,pop   ☷   ⓘ
Benson Boone,pop   ☷   ⓘ
Ozuna,"puerto rican pop, trap latino, reggaeton, urbano latino   ☷   ⓘ"
John Legend,"pop soul, neo soul, r&b, urban contemporary, pop   ☷   ⓘ"
 RAYE,"uk pop, uk contemporary r&b, dance pop, pop, tropical house, post-teen pop, pop dance   ☷   ⓘ"
Shakira,"colombian pop, latin pop, dance pop   ☷   ⓘ"
Thirty Seconds To Mars,"post-grunge, modern rock, rock   ☷   ⓘ"
carolesdaughter,"alt z, viral rap, indie pop   ☷   ⓘ"
 DJ Luian,"trap latino, urbano latino, reggaeton flow, reggaeton, latin hip hop   ☷   ⓘ"
Natalie Taylor,"Related artists in: neo mellow, pop, viral pop, alt z, post-teen pop, uk pop, indie folk, indie poptimism   ☷   ⓘ"
Noriel,"trap latino, urbano latino, reggaeton flow, reggaeton, latin hip hop   ☷   ⓘ"
Emilia,pop argentino   ☷   ⓘ
Peggy Lee,"torch song, adult standards, lounge, vocal jazz, swing, soul   ☷   ⓘ"
 Aiko,"Related artists in: lo-fi chill, sad lo-fi, sad rap, japanese chillhop   ☷   ⓘ"
Tai Verdes,"modern indie pop, pop   ☷   ⓘ"
Mustard,"rap, trap, pop rap, southern hip hop, cali rap, hip hop, pop   ☷   ⓘ"
 Aga B,turkish hip hop   ☷   ⓘ
Tyga,"pop rap, rap, southern hip hop, trap, dance pop, hip hop   ☷   ⓘ"
Matheus Fernandes,"arrocha, forro, sertanejo pop   ☷   ⓘ"
Jeremy Zucker,"pop, electropop   ☷   ⓘ"
 KXNG Crooked,cali rap   ☷   ⓘ
 dazy,"Sorry, that one doesn't seem to be on any of these maps yet."
 Childish Gambino,"atl hip hop, rap, hip hop, pop   ☷   ⓘ"
Efendi,eurovision   ☷   ⓘ
 Sam Smith,"pop, uk pop, dance pop   ☷   ⓘ"
Chuck Berry,"rockabilly, rock-and-roll, classic rock, rock   ☷   ⓘ"
 Mc Vitin Da Igrejinha,funk mtg   ☷   ⓘ
Post Malone,"dfw rap, melodic rap, rap   ☷   ⓘ"
 Seth Rogen,disney   ☷   ⓘ
 City Girls,"scam rap, trap queen, r&b, rap, pop, dance pop   ☷   ⓘ"
 NiiHWA,"Related artists in: korean r&b, k-rap   ☷   ⓘ"
 Pharrell Williams,"hip hop, pop rap, pop   ☷   ⓘ"
Alvaro Diaz,"trap boricua, urbano latino, reggaeton   ☷   ⓘ"
 The National,"indie rock, modern rock   ☷   ⓘ"
 Lil Mosey,"melodic rap, rap conscient, trap, vapor trap, rap, viral rap   ☷   ⓘ"
 Hell Raton,"rap sardegna, italian hip hop   ☷   ⓘ"
Cashmere Cat,"shiver pop, downtempo, post-teen pop, pop, dance pop   ☷   ⓘ"
Playboi Carti,"plugg, pluggnb, atl hip hop, rap, hip hop   ☷   ⓘ"
 Vance Joy,"folk-pop, pop   ☷   ⓘ"
 Robin Schulz,"tropical house, german dance, deep euro house, pop dance, edm, deep house, dance pop, pop, pop rap   ☷   ⓘ"
Marracash,"rap napoletano, italian hip hop, italian underground hip hop   ☷   ⓘ"
 Tego Calder,"Sorry, that one doesn't seem to be on any of these maps yet."
Isaiah Firebrace,"australian pop, australian talent show   ☷   ⓘ"
 Reese LAFLARE,"vapor trap, underground hip hop   ☷   ⓘ"
 Keke Palmer,"post-teen pop, pop r&b, r&b, dance pop   ☷   ⓘ"
 Eiffel ,"french rock, rock alternatif francais   ☷   ⓘ"
Joey Montana,"pop reggaeton, panamanian pop, reggaeton, latin pop, latin hip hop, pop peruano, urbano latino   ☷   ⓘ"
 Major Lazer,"moombahton, pop, dance pop, edm, pop rap, pop dance, tropical house, electro house   ☷   ⓘ"
 Andrelli,swedish pop   ☷   ⓘ
aidan,"lo-fi chill, sad lo-fi, sad rap   ☷   ⓘ"
Busta Rhymes,"hip hop, east coast hip hop, hardcore hip hop, pop rap, rap, hip pop   ☷   ⓘ"
 jetsonmade,"Related artists in: vapor trap, trap, underground hip hop, plugg, rap, viral rap, southern hip hop, melodic rap, atl trap, chicago rap   ☷   ⓘ"
Dargen D,"Related artists in: suomirap, finnish hip hop   ☷   ⓘ"
Cardi B,"pop, rap, dance pop   ☷   ⓘ"
 Apache ,"venezuelan hip hop, rap conciencia   ☷   ⓘ"
Lennon Stella,"pop, canadian pop, alt z, electropop, post-teen pop   ☷   ⓘ"
 Estelle,"neo soul, r&b   ☷   ⓘ"
Paloma Faith,"british soul, dance pop   ☷   ⓘ"
 Daniel Caesar,"canadian contemporary r&b, pop, r&b   ☷   ⓘ"
 John Oates,"Related artists in: mellow gold, soft rock, country rock, singer-songwriter, folk rock, yacht rock, classic rock, album rock, folk, roots rock   ☷   ⓘ"
i Freyr,"Sorry, that one doesn't seem to be on any of these maps yet."
 Mc Topre,"funk 150 bpm, funk mtg   ☷   ⓘ"
Metro Boomin,"rap, trap   ☷   ⓘ"
 Cazzu,"rap latina, argentine hip hop, trap latino, trap argentino, urbano latino, reggaeton   ☷   ⓘ"
 De La Soul,"hip hop, golden age hip hop, east coast hip hop, jazz rap, alternative hip hop, hardcore hip hop, rap   ☷   ⓘ"
 Niall Horan,"pop, post-teen pop, dance pop   ☷   ⓘ"
Walker Hayes,"modern country rock, contemporary country, country road, country   ☷   ⓘ"
Pineapple StormTv,"rap baiano, trap baiano, trap brasileiro   ☷   ⓘ"
Marilyn Manson,"industrial rock, industrial metal, alternative metal, nu metal, industrial   ☷   ⓘ"
 BRADO,"Related artists in: german hip hop, german underground rap, turkish trap pop   ☷   ⓘ"
DJ Lucas Beat,sertanejo pop   ☷   ⓘ
 Kadinho,"Sorry, that one doesn't seem to be on any of these maps yet."
Journey,"album rock, soft rock, mellow gold, classic rock, hard rock, rock   ☷   ⓘ"
London Grammar,"nottingham indie, metropopolis   ☷   ⓘ"
MYA,"pop argentino, latin pop   ☷   ⓘ"
 K,"Sorry, that one doesn't seem to be on any of these maps yet."
o,"Sorry, that one doesn't seem to be on any of these maps yet."
Foudeqush,r&b en espanol   ☷   ⓘ
Barbara Pravi,"nouvelle chanson francaise, eurovision   ☷   ⓘ"
 Scorey,upstate ny rap   ☷   ⓘ
 Brooks,"future house, edm, electro house, pop dance, progressive electro house, pop edm, progressive house   ☷   ⓘ"
 Childish Major,"underground hip hop, trap soul   ☷   ⓘ"
 Lalo Ebratt,"reggaeton colombiano, urbano latino, reggaeton, colombian hip hop, dominican pop, latin pop, reggaeton flow   ☷   ⓘ"
 Henrique ,"Related artists in: anime score, cartoon, forro, japanese soundtrack, northamptonshire indie, pokemon, sertanejo, sertanejo pop, sertanejo universitario, swedish underground rap   ☷   ⓘ"
 anders,"canadian contemporary r&b, trap soul, toronto rap, canadian hip hop   ☷   ⓘ"
 Jon Z,"trap latino, urbano latino, reggaeton flow, reggaeton   ☷   ⓘ"
Kesha,"dance pop, pop, post-teen pop   ☷   ⓘ"
 The Edge,"Related artists in: art rock, ambient, fourth world, compositional ambient, new wave, art pop, dream pop, melancholia, new romantic, singer-songwriter   ☷   ⓘ"
Young Thug,"rap, melodic rap, trap, atl hip hop, atl trap, southern hip hop, pop rap, gangster rap, hip hop   ☷   ⓘ"
LE SSERAFIM,"Related artists in: k-pop, k-pop girl group   ☷   ⓘ"
State of Sound,"swedish tropical house, deep tropical house, tropical house   ☷   ⓘ"
 Lil Tracy,"melodic rap, emo rap, underground hip hop, vapor trap, dark trap   ☷   ⓘ"
Russ,"hawaiian hip hop, rap   ☷   ⓘ"
Kylie Minogue,"dance pop, europop, australian dance, electropop, australian pop, eurodance, pop, new wave pop   ☷   ⓘ"
Tainy,"urbano latino, reggaeton, trap latino, latin hip hop, pop reggaeton, reggaeton flow, latin pop   ☷   ⓘ"
From Disney and Pixar,"Sorry, that one doesn't seem to be on any of these maps yet."
 Dj Win,"Related artists in: funk mtg, funk bh, funk carioca, funk ostentacao, funk mandelao   ☷   ⓘ"
Chris Rea,"sophisti-pop, soft rock, mellow gold, classic rock, blues rock, album rock, art rock   ☷   ⓘ"
 Ovy On The Drums,"reggaeton colombiano, colombian pop, urbano latino, latin pop   ☷   ⓘ"
 Chris MC,rap mineiro   ☷   ⓘ
 Zendaya,"post-teen pop, pop, dance pop   ☷   ⓘ"
 Jones,uk contemporary r&b   ☷   ⓘ
 Nacho,"pop venezolano, latin pop, reggaeton, dominican pop, urbano latino   ☷   ⓘ"
Alejo,"urbano latino, trap latino, reggaeton   ☷   ⓘ"
Omar Montes,"flamenco urbano, urbano espanol   ☷   ⓘ"
Petter Ferraz,"Related artists in: arrochadeira, arrocha, funk carioca, brega funk, forro   ☷   ⓘ"
Jax Jones,"dance pop, tropical house, pop dance, uk dance, edm, pop, house, pop rap, electro house   ☷   ⓘ"
 Beyonc,"Sorry, that one doesn't seem to be on any of these maps yet."
 King Pharaoh,"Sorry, that one doesn't seem to be on any of these maps yet."
Diodato,italian indie pop   ☷   ⓘ
Douglas ,"Sorry, that one doesn't seem to be on any of these maps yet."
Jaymes Young,"pop, modern rock   ☷   ⓘ"
Bas,"sudanese hip hop, rap, sudanese pop, queens hip hop, underground hip hop, hip hop, southern hip hop, trap   ☷   ⓘ"
 Danna Paola,"mexican pop, urbano mexicano, latin viral pop, latin pop, pop   ☷   ⓘ"
Ricky Martin,"puerto rican pop, latin pop, mexican pop, dance pop   ☷   ⓘ"
 Sfera Ebbasta,"trap italiana, italian pop, italian hip hop, trap latino   ☷   ⓘ"
Gunna,"melodic rap, rap, atl hip hop, trap   ☷   ⓘ"
Dj Guuga,"arrochadeira, arrocha, rave funk, funk paulista, funk carioca   ☷   ⓘ"
 Dan Caplen,"uk contemporary r&b, neo soul   ☷   ⓘ"
 Funk Wav,"Related artists in: hip hop, pop, alternative hip hop, dance pop, soul, urban contemporary, east coast hip hop, hardcore hip hop, pop rap, r&b   ☷   ⓘ"
 Gesaffelstein,"destroy techno, dark clubbing   ☷   ⓘ"
 Mr Eazi,"swedish dancehall, ghanaian hip hop, afro dancehall, nigerian pop, afropop   ☷   ⓘ"
Clean Bandit,"pop, dance pop, uk dance, uk funky, tropical house, pop dance, edm, post-teen pop   ☷   ⓘ"
Meek Mill,"rap, philly rap, trap, pop rap, southern hip hop, hip hop   ☷   ⓘ"
Shindy,german hip hop   ☷   ⓘ
Camilo,"reggaeton colombiano, colombian pop   ☷   ⓘ"
 Capo Plaza,"trap italiana, italian hip hop   ☷   ⓘ"
Jennifer Lopez,"dance pop, pop rap, pop, urban contemporary   ☷   ⓘ"
BLOODY VINYL,"trap italiana, italian hip hop   ☷   ⓘ"
Stromae,"g-house, belgian pop   ☷   ⓘ"
Henrique ,"Related artists in: anime score, cartoon, forro, japanese soundtrack, northamptonshire indie, pokemon, sertanejo, sertanejo pop, sertanejo universitario, swedish underground rap   ☷   ⓘ"
 Michael Bubl,"Sorry, that one doesn't seem to be on any of these maps yet."
Sigala,"tropical house, pop dance, dance pop, edm, pop   ☷   ⓘ"
 White Gold,"Related artists in: hip hop, alternative hip hop, detroit hip hop, rap, boom bap, gangster rap, hardcore hip hop, pop rap, southern hip hop, underground hip hop   ☷   ⓘ"
Aventura,"bachata dominicana, bachata, latin hip hop, tropical, urbano latino, latin pop   ☷   ⓘ"
Sido,german hip hop   ☷   ⓘ
Lynyrd Skynyrd,"rock, southern rock, classic rock, album rock, hard rock, country rock, blues rock, mellow gold   ☷   ⓘ"
Ricky Montgomery,"la indie, indie pop   ☷   ⓘ"
 EST Gee,"kentucky hip hop, trap, rap, southern hip hop, pop rap   ☷   ⓘ"
Imanbek,"slap house, pop dance, tropical house, edm, dance pop, electro house   ☷   ⓘ"
 LX,"hamburg hip hop, german hip hop   ☷   ⓘ"
 Cris Mj,"mambo chileno, urbano chileno   ☷   ⓘ"
girl in red,"bedroom pop, norwegian indie, indie pop, pop   ☷   ⓘ"
 Dyo,alte   ☷   ⓘ
ROSAL,argentine indie   ☷   ⓘ
 Yo,"Related artists in: suomi rock, iskelma, finnish pop, classic iskelma, classic finnish pop, classic finnish rock, finnish dance pop   ☷   ⓘ"
 James Arthur,"pop, uk pop, talent show   ☷   ⓘ"
 Colin Hay,"solo wave, neo mellow   ☷   ⓘ"
Desiigner,"viral trap, trap, rap, pop rap, underground hip hop   ☷   ⓘ"
The Rudeboyz,trap brasileiro   ☷   ⓘ
 Tate McRae,pop   ☷   ⓘ
Armani White,indie hip hop   ☷   ⓘ
 Pitbull,"miami hip hop, dance pop, pop rap, pop   ☷   ⓘ"
Oasis,"madchester, permanent wave, beatlesque, britpop, rock, pop rock   ☷   ⓘ"
Blue ,"boy band, europop, dance pop   ☷   ⓘ"
